intertidal_sitename,date_collected,Sampler,Voucher Name,Voucher location (Regional Folder),Genus species,New Catalog Number,Page #,Binder; Voucher Letter,Status (only notes if too small in size& if variety of morphologies& if not entire specimen& if decayed),Transect,Habitat Description; Zone,scanned_notes
Taylor Point,6/5/2004,Kristen Kusic,Microcladia borealis,OREGON & WASHINGTON,Microcladia borealis,B115,118,B,NULL,21-30,mid zone,NULL
Taylor Point,6/5/2004,Kristen Kusic,Neoptilota; Ptilota spp,OREGON & WASHINGTON,Neoptilota; Ptilota spp,B116,118,B,NULL,21-30,NULL,NULL
Taylor Point,6/5/2004,Kristen Kusic,Plocamium oregonum,OREGON & WASHINGTON,Plocamium oregonum,B117,119,B,NULL,21-30,low zone,NULL
Taylor Point,6/5/2004,Kristen Kusic,brown tufts,OREGON & WASHINGTON,Sphacelaria plumigera,B118,119,B,NULL,21-30,low zone,NULL
Taylor Point,6/5/2004,Haven Livingston,Erythrophyllum delesserioides,OREGON & WASHINGTON,Erythrophyllum delesserioides,B119,119,B,NULL,0-9,NULL,NULL
Taylor Point,6/5/2004,Haven Livingston,Melanosiphon intestinalis,OREGON & WASHINGTON,Melanosiphon intestinalis,B120,119,B,NULL,0-9,NULL,NULL
Taylor Point,6/5/2004,Haven Livingston,Neorhodomela oregona,OREGON & WASHINGTON,Neorhodomela oregona,B121,119,B,NULL,0-9,NULL,NULL
Taylor Point,6/5/2004,Haven Livingston,Odonthalia floccossa,OREGON & WASHINGTON,Odonthalia floccossa,B122,119,B,NULL,0-9,NULL,NULL
Ecola,6/6/2005,Kristen Kusic,Prionitis (?),OREGON & WASHINGTON,Prionitis linearus,B123,18,B,NULL,0& 2,NULL,y
Ecola,6/6/2005,Kristen Kusic,Plocamium oregonum,OREGON & WASHINGTON,Plocamium oregonum,B124,18,B,NULL,NULL,low zone,Y
Ecola,6/6/2005,Carol Blanchette,Prionitis (?),OREGON & WASHINGTON,Prionitis linearus,B125,19,B,NULL,4& 6,NULL,y
Cape Arago,6/7/2005,Kristen Kusic,Scinaia confusa?,OREGON & WASHINGTON,Gloiopeltis furcata,B126,20,B,NULL,18& 21,NULL,Y
Cape Arago,6/7/2005,Rani Gaddam,Scinaia confusa?,OREGON & WASHINGTON,Gloiopeltis furcata,B127,20,B,NULL,12& 15& 9,NULL,Y
Burnt Hill,5/1/2006,Kyle Walters,Odenthalia washingtoniensis?,OREGON & WASHINGTON,Odonthalia washingtoniensis,B128,20,B,NULL,12-Sep,phyllospadix pool,Y
Starfish Point,6/12/2006,Kristen Kusic,Mastocarpus jardinii?,OREGON & WASHINGTON,Mastocarpus jardinii,B129,120,B,NULL,0-15,NULL,NULL
Starfish Point,6/12/2006,Haven Livingston,Mastocarpus jardinii (other varieties),OREGON & WASHINGTON,Mastocarpus jardinii,B130,120,B,NULL,24-30,NULL,NULL
Starfish Point,6/12/2006,Rani Gaddam,Farlowia mollis?,OREGON & WASHINGTON,Farlowia mollis,B131,120,B,NULL,0-17.5,NULL,NULL
Starfish Point,6/12/2006,Haven Livingston,Farlowia mollis (other varieties),OREGON & WASHINGTON,Farlowia mollis,B132,120,B,NULL,24-30,NULL,NULL
Starfish Point,6/12/2006,Haven Livingston,small Fucus with white Hesperophycus-like dots,OREGON & WASHINGTON,Fucus spp,B133,43,B,NULL,NULL,NULL,NULL
Starfish Point,6/12/2006,Haven Livingston,Pterosiphonia dendroidea; pennata,OREGON & WASHINGTON,Pterosiphonia pennata,B134,43,B,NULL,24-30,NULL,NULL
Starfish Point,6/12/2006,Rani Gaddam,Prionitis lyallii,OREGON & WASHINGTON,Prionitis lyallii,B135,43,B,for fun,NULL,NULL,missing
Starfish Point,6/13/2006,Kristen Kusic,Odonthalia floccosa,OREGON & WASHINGTON,Odonthalia floccosa,B136,44,B,for fun,NULL,NULL,NULL
Starfish Point,6/13/2006,Rani Gaddam,Pterosiphonia bipinnata?,OREGON & WASHINGTON,Pterosiphonia bipinnata,B137,44,B,NULL,15-Sep,NULL,NULL
Cannonball Island,6/14/2006,Kristen Kusic,red hairs,OREGON & WASHINGTON,Bangia spp,B138,45,B,NULL,0-6,mid zone on boulder near Ulva,NULL
Cannonball Island,6/14/2006,Rani Gaddam,Sargassum muticum,OREGON & WASHINGTON,Sargassum muticum,B139,45,B,NULL,15-Sep,NULL,NULL
Cannonball Island,6/14/2006,Rani Gaddam;  Kristen Kusic,Caulacanthus usticulatus,OREGON & WASHINGTON,Caulacanthus ustulatus,B140,45,B,NULL,0-15,NULL,NULL
Cannonball Island,6/14/2006,Kristen Kusic,Callophyllis?,OREGON & WASHINGTON,Hymenena spp,B141,46,B,NULL,0-6,low zone,NULL
Cannonball Island,6/14/2006,Kristen Kusic,fluffy blade,OREGON & WASHINGTON,Mazzaella spp,B142,46,B,NULL,0-6,NULL,NULL
Cannonball Island,6/14/2006,Haven Livingston,Alaria ?,OREGON & WASHINGTON,Alaria marginata,B143,46,B,NULL,24-30,NULL,NULL
Cannonball Island,6/15/2006,Kristen Kusic,Palmaria or Dilsea?,OREGON & WASHINGTON,Schizymenia pacifica,B144,47,B,NULL,0-30,NULL,NULL
Bob Creek,5/15/2007,Rani Gaddam,Neorhodomela oregona,OREGON & WASHINGTON,Neorhodomela oregona,B145,21,B,NULL,0-9,NULL,Y
Bob Creek,5/15/2007,Kyle Walters,Pterosiphonia bipinatta,OREGON & WASHINGTON,Pterosiphonia bipinnata,B146,21,B,NULL,18-Dec,on mussels in mid pool,Y
Bob Creek,5/15/2007,Rani Gaddam,Pterosiphonia bipinatta,OREGON & WASHINGTON,Pterosiphonia bipinnata,B147,21,B,NULL,0-9,NULL,Y
Bob Creek,5/16/2007,Kyle Walters,Ahnfeltia?,OREGON & WASHINGTON,Ahnfeltiopsis gigartinoides,B148,21,B,NULL,18-Dec,NULL,Y
Chilean Memorial,6/13/2007,Melissa Miner,Pterosiphonia?,OREGON & WASHINGTON,Pterosiphonia bipinnata,B149,121,B,NULL,9,NULL,NULL
Chilean Memorial,6/13/2007,Rani Gaddam,Constantinea?,OREGON & WASHINGTON,Constantinea simplex,B150,121,B,NULL,0-6,NULL,NULL
Chilean Memorial,6/13/2007,Haven Livingston,Corallina?,OREGON & WASHINGTON,Corallina vancouveriensis,B151,121,B,NULL,0-30,NULL,NULL
Coquille Point,8/20/2013,Melissa Redfield,Mastocarpus papillatus or Mazaella?,OREGON & WASHINGTON,Mastocarpus papillatus,B152,122,B,NULL,0&2&6&8&12&14&18&20,Low zone& edge of pool with Semibalanus and Mazzaella spp.,Y
Coquille Point,8/20/2013,Melissa Redfield,Bushier Plocamium;  Microcladia coulteri?,OREGON & WASHINGTON,Microcladia borealis,B153,122,B,NULL,0& 6& 12& 18,epiphytic on Mytilus californianus in mussel bed,Y
Coquille Point,8/20/2013,Maya George,Fine red mat,OREGON & WASHINGTON,Pterosiphonia bipinnata,B154,122,B,NULL,2& 8& 14& 20,Low zone& with Anthopleura elegantissima,Y
Coquille Point,8/20/2013,Maya George,Corticated red mat,OREGON & WASHINGTON,Polysiphonia spp,B155,122,B,NULL,2& 8& 14& 21,Mid zone with Mytilus,Y
Coquille Point,8/20/2013,Rachael Williams,Alaria marginata?,OREGON & WASHINGTON,Alaria marginata,B156,123,B,NULL,4& 10& 16,pool; channel& near Alaria marginata& Egregia menzizeii. No apical portion. Slippery blades& flattened stipe.,Y
Coquille Point,8/19/2013,Rachael Williams,small blade,OREGON & WASHINGTON,Phaeostrophion irregulare,B157,124,B,NULL,4& 10& 16,coming out of sand,Y
Coquille Point,8/19/2013,Rachael Williams,funky Mastocarpus pap.??,OREGON & WASHINGTON,Mastocarpus papillatus,B158,124,B,NULL,4& 10& 16,low. On side of boulder in channel,Y
Coquille Point,8/19/2013,Melissa Redfield,Cryptosiphonia woodii?,OREGON & WASHINGTON,Cryptosiphonia woodii,B159,124,B,NULL,0&2&4&6&8&10&12&14&16&18&20,low zone in sandy area,Y
Coquille Point,8/19/2013,Rachael Williams,Pterosiphonia bipennata?,OREGON & WASHINGTON,Pterosiphonia bipinnata,B160,124,B,NULL,4& 10& 16,low zone& on boulder,Y
Coquille Point,8/19/2013,Melissa Redfield,Polysiponia spp.?,OREGON & WASHINGTON,Polysiphonia spp,B161,124,B,NULL,0&2&4&6&8&10&12&14&16&18&20,low zone with Saccarina sessile and encrusting corraline,Y
Coquille Point,8/19/2013,Maya George,Plocamium?,OREGON & WASHINGTON,Plocamium violaceum,B162,124,B,NULL,2& 4& 8& 10& 14& 16& 20,low zone with Saccarina sessile and Corralina,Y
Coquille Point,8/19/2013,Maya George,Fine red turf,OREGON & WASHINGTON,Pterosiphonia bipinnata,B163,124,B,NULL,2& 8& 14& 20,mid zone with Mytilus& Odonthalia,Y
Coquille Point,8/19/2013,Rachael Williams,Colpomenia?,OREGON & WASHINGTON,Colpomenia spp,B164,124,B,NULL,4& 10& 16,low,Y
Coquille Point,8/19/2013,Melissa Redfield,Microcladia coulteri or Plocamium violaceum?,OREGON & WASHINGTON,Plocamium violaceum,B165,124,B,NULL,0& 6& 12& 18,low,Y
Coquille Point,8/19/2013,Maya George,Acrosiphonia sp?,OREGON & WASHINGTON,Chaetomorpha spp,B166,124,B,NULL,2& 8& 14& 20,mid zone with Cladophora and Odonthalia,Y
